,county,BHC-gamma (lindane)
799,"Fulton, New York",0.0
800,"Fulton, Ohio",0.0
801,"Fulton, Pennsylvania",0.0
802,"Furnas, Nebraska",0.0
803,"Gadsden, Florida",0.0
804,"Gage, Nebraska",0.0
805,"Gaines, Texas",0.0
806,"Galax, Virginia",0.0
807,"Gallatin, Illinois",0.0
808,"Gallatin, Kentucky",0.0
809,"Gallatin, Montana",0.0
810,"Galveston, Texas",0.0
811,"Garden, Nebraska",0.0
812,"Garfield, Montana",0.0
813,"Garfield, Nebraska",0.0
814,"Garfield, Utah",0.0
815,"Garfield, Washington",0.0
816,"Garland, Arkansas",0.0
817,"Garrard, Kentucky",0.0
818,"Garrett, Maryland",0.0
819,"Garza, Texas",0.0
820,"Gasconade, Missouri",0.0
821,"Gaston, North Carolina",0.0
822,"Gates, North Carolina",0.0
823,"Geary, Kansas",0.0
824,"Geauga, Ohio",0.0
825,"Gem, Idaho",0.0
826,"Genesee, Michigan",0.0
827,"Genesee, New York",0.0
828,"Geneva, Alabama",0.0
829,"Gentry, Missouri",0.0
830,"Georgetown, South Carolina",0.0
831,"Gibson, Indiana",0.0
832,"Gila, Arizona",0.0
833,"Gilchrist, Florida",0.0
834,"Giles, Tennessee",0.0
835,"Giles, Virginia",0.0
836,"Gillespie, Texas",0.0
837,"Gilliam, Oregon",0.0
838,"Gilmer, West Virginia",0.0
839,"Glacier, Montana",0.0
840,"Glades, Florida",0.0
841,"Gladwin, Michigan",0.0
842,"Glasscock, Texas",0.0
843,"Gloucester, New Jersey",0.0
844,"Gogebic, Michigan",0.0
845,"Golden valley, Montana",0.0
846,"Golden valley, North Dakota",0.0
847,"Goliad, Texas",0.0
848,"Gonzales, Texas",0.0
849,"Goochland, Virginia",0.0
850,"Goodhue, Minnesota",0.0
851,"Gooding, Idaho",0.0
852,"Goshen, Wyoming",0.0
853,"Gosper, Nebraska",0.0
854,"Grady, Oklahoma",0.0
855,"Grafton, New Hampshire",0.0
856,"Graham county, Arizona",0.0
857,"Graham, Arizona",0.0
858,"Graham, North Carolina",0.0
859,"Grand forks, North Dakota",0.0
860,"Grand isle, Vermont",0.0
861,"Grand traverse, Michigan",0.0
862,"Grand, Utah",0.0
863,"Granite, Montana",0.0
864,"Grant, Arkansas",0.0
865,"Grant, Indiana",0.0
866,"Grant, Kansas",0.0
867,"Grant, Kentucky",0.0
868,"Grant, Louisiana",0.0
869,"Grant, Minnesota",0.0
870,"Grant, Nebraska",0.0
871,"Grant, New Mexico",0.0
872,"Grant, North Dakota",0.0
873,"Grant, Oklahoma",0.0
874,"Grant, Oregon",0.0
875,"Grant, South Dakota",0.0
876,"Grant, Washington",0.0
877,"Grant, West Virginia",0.0
878,"Grant, Wisconsin",0.0
879,"Granville, North Carolina",0.0
880,"Gratiot, Michigan",0.0
881,"Graves, Kentucky",0.0
882,"Gray, Texas",0.0
883,"Grays harbor, Washington",0.0
884,"Grayson, Kentucky",0.0
885,"Grayson, Texas",0.0
886,"Grayson, Virginia",0.0
887,"Greeley, Nebraska",0.0
888,"Green lake, Wisconsin",0.0
889,"Green, Kentucky",0.0
890,"Green, Wisconsin",0.0
891,"Greenbrier, West Virginia",0.0
892,"Greene, Alabama",0.0
893,"Greene, Arkansas",0.0
894,"Greene, Illinois",0.0
895,"Greene, Indiana",0.0
896,"Greene, Missouri",0.0
897,"Greene, New York",0.0
898,"Greene, North Carolina",0.0
899,"Greene, Ohio",0.0
900,"Greene, Pennsylvania",0.0
901,"Greene, Virginia",0.0
902,"Greenlee, Arizona",0.0
903,"Greensville, Virginia",0.0
904,"Greenup, Kentucky",0.0
905,"Greenville, South Carolina",0.0
906,"Greenwood, Kansas",0.0
907,"Greenwood, South Carolina",0.0
908,"Greer, Oklahoma",0.0
909,"Gregg, Texas",0.0
910,"Gregory, South Dakota",0.0
911,"Griggs, North Dakota",0.0
912,"Grimes, Texas",0.0
913,"Grundy, Illinois",0.0
914,"Grundy, Missouri",0.0
915,"Guadalupe, New Mexico",0.0
916,"Guadalupe, Texas",0.0
917,"Guilford, North Carolina",0.0
918,"Guillford, North Carolina",0.0
919,"Gulf, Florida",0.0
920,"Hale, Alabama",0.0
921,"Hale, Texas",0.0
922,"Halifax, North Carolina",0.0
923,"Halifax, Virginia",0.0
924,"Hall, Nebraska",0.0
925,"Hall, Texas",0.0
926,"Hamilton, Florida",0.0
927,"Hamilton, Indiana",0.0
928,"Hamilton, Nebraska",0.0
929,"Hamilton, New York",0.0
930,"Hamilton, Ohio",0.0
931,"Hamilton, Tennessee",0.0
932,"Hamilton, Texas",0.0
933,"Hamlin, South Dakota",0.0
934,"Hampden, Massachusetts",0.0
935,"Hampshire, Massachusetts",0.0
936,"Hampshire, West Virginia",0.0
937,"Hampton, South Carolina",0.0
938,"Hancock, Illinois",0.0
939,"Hancock, Indiana",0.0
940,"Hancock, Kentucky",0.0
941,"Hancock, Maine",0.0
942,"Hancock, West Virginia",0.0
943,"Hanover, Virginia",0.0
944,"Hansford, Texas",0.0
945,"Hardee, Florida",0.0
946,"Hardeman, Texas",0.0
947,"Hardin, Illinois",0.0
948,"Hardin, Kentucky",0.0
949,"Hardin, Texas",0.0
950,"Harding, New Mexico",0.0
951,"Harding, South Dakota",0.0
952,"Hardy, West Virginia",0.0
953,"Harford county, Maryland",0.0
954,"Harford, Maryland",0.0
955,"Harlan, Kentucky",0.0
956,"Harlan, Nebraska",0.0
957,"Harnett, North Carolina",0.0
958,"Harney, Oregon",0.0
959,"Harris, Texas",0.0
960,"Harrison, Indiana",0.0
961,"Harrison, Kentucky",0.0
962,"Harrison, Missouri",0.0
963,"Harrison, Texas",0.0
964,"Harrison, West Virginia",0.0
965,"Harrisonburg, Virginia",0.0
966,"Hart, Kentucky",0.0
967,"Hartford, Connecticut",0.0
968,"Hartley, Texas",0.0
969,"Haskell, Texas",0.0
970,"Hawaii, Hawaii",0.0
971,"Hawkins, Tennessee",0.0
972,"Hayes, Nebraska",0.0
973,"Hays, Texas",0.0
974,"Haywood, North Carolina",0.0
975,"Hemphill, Texas",0.0
976,"Hempstead, Arkansas",0.0
977,"Henderson, Illinois",0.0
978,"Henderson, Kentucky",0.0
979,"Henderson, North Carolina",0.0
980,"Henderson, Texas",0.0
981,"Hendricks, Indiana",0.0
982,"Hendry, Florida",0.0
983,"Hennepin, Minnesota",0.0
984,"Henrico, Virginia",0.0
985,"Henry, Alabama",0.0
986,"Henry, Illinois",0.0
987,"Henry, Indiana",0.0
988,"Henry, Kentucky",0.0
989,"Henry, Missouri",0.0
990,"Henry, Ohio",0.0
991,"Henry, Virginia",0.0
992,"Herkimer, New York",0.0
993,"Hernando, Florida",0.0
994,"Hertford, North Carolina",0.0
995,"Hickman, Kentucky",0.0
996,"Hickory, Missouri",0.0
997,"Hidalgo, New Mexico",0.0
998,"Hidalgo, Texas",0.0
999,"Highland, Ohio",0.0
1000,"Highlands, Florida",0.0
1001,"Hill, Montana",0.0
1002,"Hill, Texas",0.0
1003,"Hills, Florida",0.0
1004,"Hills, New Hampshire",0.0
1005,"Hillsborough county, Florida",0.0
1006,"Hillsborough county, New Hampshire",0.0
1007,"Hillsborough, Florida",0.0
1008,"Hillsborough, New Hampshire",0.0
1009,"Hillsdale, Michigan",0.0
1010,"Hitchcock, Nebraska",0.0
1011,"Hocking, Ohio",0.0
1012,"Hockley, Texas",0.0
1013,"Hoke, North Carolina",0.0
1014,"Holmes, Florida",0.00041052631578947365
1015,"Holmes, Ohio",0.0
1016,"Holt, Missouri",0.0
1017,"Holt, Nebraska",0.0
1018,"Honolulu, Hawaii",0.0
1019,"Hood river, Oregon",0.0
1020,"Hood, Texas",0.0
1021,"Hooker, Nebraska",0.0
1022,"Hopewell, Virginia",0.0
1023,"Hopkins, Kentucky",0.0
1024,"Hopkins, Texas",0.0
1025,"Horry, South Carolina",0.0
1026,"Hot spring, Arkansas",0.0
1027,"Hot springs, Wyoming",0.0
1028,"Houghton, Michigan",0.0
1029,"Houston, Alabama",0.0
1030,"Houston, Minnesota",0.0
1031,"Houston, Texas",0.0
1032,"Howard, Arkansas",0.0
1033,"Howard, Indiana",0.0
1034,"Howard, Maryland",0.0
1035,"Howard, Missouri",0.0
1036,"Howard, Nebraska",0.0
1037,"Howard, Texas",0.0
1038,"Howell, Missouri",0.0
1039,"Hubbard, Minnesota",0.0
1040,"Hudson, New Jersey",0.0
1041,"Hudspeth, Texas",0.0
1042,"Hughes, Oklahoma",0.0
1043,"Hughes, South Dakota",0.0
1044,"Humboldt, Nevada",0.00025806451612903227
1045,"Hunt, Texas",0.0
1046,"Hunterdon, New Jersey",0.0
1047,"Huntingdon, Pennsylvania",0.0
1048,"Huntington, Indiana",0.0
1049,"Huron, Michigan",0.0
1050,"Huron, Ohio",0.0
1051,"Hutchinson, Texas",0.0
1052,"Hyde, North Carolina",0.0
1053,"Iberia parish, Louisiana",0.0
1054,"Iberia, Louisiana",0.0
1055,"Iberville, Louisiana",0.0
1056,"Idaho, Idaho",0.0
1057,"Imperial, California",0.0
1058,"Independence, Arkansas",0.0
1059,"Indian river, Florida",0.0
1060,"Indiana, Pennsylvania",0.0
1061,"Ingham, Michigan",0.0
1062,"Inyo, California",0.0
1063,"Ionia, Michigan",0.0
1064,"Iosco, Michigan",0.0
1065,"Iowa, Wisconsin",0.0
1066,"Iredell, North Carolina",0.0019197916666666667
1067,"Irion, Texas",0.0
1068,"Iron, Michigan",0.0
1069,"Iron, Missouri",0.0
1070,"Iron, Utah",0.0
1071,"Iron, Wisconsin",0.0
1072,"Iroquois, Illinois",0.0
1073,"Isabella, Michigan",0.0
1074,"Isanti, Minnesota",0.0
1075,"Island, Washington",0.0
1076,"Itasca, Minnesota",0.0
1077,"Izard, Arkansas",0.0
1078,"Jack, Texas",0.0
1079,"Jackson county, Florida",0.0
1080,"Jackson, Alabama",0.0
1081,"Jackson, Arkansas",0.0
1082,"Jackson, Florida",0.0
1083,"Jackson, Illinois",0.0
1084,"Jackson, Indiana",0.0
1085,"Jackson, Kansas",0.0
1086,"Jackson, Kentucky",0.0
1087,"Jackson, Louisiana",0.0
1088,"Jackson, Michigan",0.0
1089,"Jackson, Minnesota",0.0
1090,"Jackson, Missouri",0.0
1091,"Jackson, North Carolina",0.0
1092,"Jackson, Oklahoma",0.0
1093,"Jackson, Oregon",0.0
1094,"Jackson, Texas",0.0
1095,"Jackson, West Virginia",0.0
1096,"Jackson, Wisconsin",0.0
1097,"James city, Virginia",0.0
1098,"Jasper county, Missouri",0.0
1099,"Jasper, Illinois",0.0
1100,"Jasper, Indiana",0.0
1101,"Jasper, Missouri",0.0
1102,"Jasper, South Carolina",0.0
1103,"Jasper, Texas",0.0
1104,"Jay, Indiana",0.0
1105,"Jeff davis, Texas",0.0
1106,"Jefferson county, Florida",0.0
1107,"Jefferson county, Pennsylvania",0.0
1108,"Jefferson davis, Louisiana",0.0
1109,"Jefferson, Alabama",0.0
1110,"Jefferson, Arkansas",0.0
1111,"Jefferson, Florida",0.0
1112,"Jefferson, Idaho",0.0
1113,"Jefferson, Indiana",0.0
1114,"Jefferson, Kansas",0.0
1115,"Jefferson, Kentucky",0.0
1116,"Jefferson, Louisiana",0.0
1117,"Jefferson, Missouri",0.0
1118,"Jefferson, Montana",0.0
1119,"Jefferson, Nebraska",0.0
1120,"Jefferson, New York",0.0
1121,"Jefferson, Oklahoma",0.0
1122,"Jefferson, Oregon",0.0
1123,"Jefferson, Pennsylvania",0.0
1124,"Jefferson, Texas",0.0
1125,"Jefferson, Washington",0.0
1126,"Jefferson, West Virginia",0.0
1127,"Jefferson, Wisconsin",0.0
1128,"Jennings, Indiana",0.002
1129,"Jerauld, South Dakota",0.0
1130,"Jerome, Idaho",0.0
1131,"Jersey, Illinois",0.0
1132,"Jessamine, Kentucky",0.0
1133,"Jim hogg, Texas",0.0
1134,"Jim wells, Texas",0.0
1135,"Jo daviess, Illinois",0.0
1136,"Johnson, Arkansas",0.0
1137,"Johnson, Illinois",0.0
1138,"Johnson, Indiana",0.0
1139,"Johnson, Kansas",0.0
1140,"Johnson, Kentucky",0.0
1141,"Johnson, Missouri",0.0
1142,"Johnson, Nebraska",0.0
1143,"Johnson, Texas",0.0
1144,"Johnson, Wyoming",0.0
1145,"Johnston, North Carolina",0.0
1146,"Johnston, Oklahoma",0.0
1147,"Jones, North Carolina",0.0
1148,"Jones, Texas",0.0
1149,"Josephine, Oregon",0.0
1150,"Juab, Utah",0.0
1151,"Judith basin, Montana",0.0
1152,"Juneau city and, Alaska",0.0
1153,"Juneau, Wisconsin",0.0
1154,"Juniata, Pennsylvania",0.0
1155,"Kalamazoo, Michigan",0.0
1156,"Kalkaska, Michigan",0.0
1157,"Kanabec, Minnesota",0.0
1158,"Kanawha, West Virginia",0.0
1159,"Kandiyohi, Minnesota",0.0
1160,"Kane, Illinois",0.0
1161,"Kane, Utah",0.0
1162,"Kankakee, Illinois",0.0
1163,"Karnes, Texas",0.0
1164,"Kauai, Hawaii",0.0
1165,"Kaufman, Texas",0.0
1166,"Kay, Oklahoma",0.0
1167,"Kearney, Nebraska",0.0
1168,"Keith, Nebraska",0.0
1169,"Kendall, Illinois",0.0
1170,"Kendall, Texas",0.0
1171,"Kenedy, Texas",0.0
1172,"Kennebec, Maine",0.0
1173,"Kenosha, Wisconsin",0.0
1174,"Kent, Maryland",0.0
1175,"Kent, Michigan",0.0
1176,"Kent, Rhode Island",0.0
1177,"Kent, Texas",0.0
1178,"Kenton, Kentucky",0.0
1179,"Kern, California",0.0013993174061433448
1180,"Kerr, Texas",0.0
1181,"Kershaw, South Carolina",0.0
1182,"Ketchikan gateway, Alaska",0.0
1183,"Kewaunee, Wisconsin",0.0
1184,"Keweenaw, Michigan",0.0
1185,"Keya paha, Nebraska",0.0
1186,"Kidder, North Dakota",0.0
1187,"Kimball, Nebraska",0.0
1188,"Kimble, Texas",0.0
1189,"King george, Virginia",0.0
1190,"King william, Virginia",0.0
1191,"King, Texas",0.0
1192,"King, Washington",0.0
1193,"Kings, California",0.0
1194,"Kingsbury, South Dakota",0.0
1195,"Kinney, Texas",0.0
1196,"Kitsap, Washington",0.0
1197,"Kittitas, Washington",0.0
1198,"Kittson, Minnesota",0.0
1199,"Klamath, Oregon",0.0
1200,"Kleberg, Texas",0.0
1201,"Klickitat, Washington",0.0
1202,"Knott, Kentucky",0.0
1203,"Knox, Illinois",0.0
1204,"Knox, Indiana",0.0
1205,"Knox, Kentucky",0.0
1206,"Knox, Maine",0.0
1207,"Knox, Nebraska",0.0
1208,"Knox, Ohio",0.0
1209,"Knox, Tennessee",0.0
1210,"Knox, Texas",0.0
1211,"Koochiching county, Minnesota",0.0
1212,"Koochiching, Minnesota",0.0
1213,"Kootenai, Idaho",0.0
1214,"Kosciusko, Indiana",0.0
1215,"La crosse, Wisconsin",0.0
1216,"La grange, Indiana",0.0
1217,"La paz, Arizona",0.0
1218,"La plata, Colorado",0.0
1219,"La porte, Indiana",0.0
1220,"La salle, Illinois",0.0
1221,"La salle, Louisiana",0.0
1222,"La salle, Texas",0.0
1223,"Labette, Kansas",0.0
1224,"Lac qui parle, Minnesota",0.0
1225,"Lackawanna, Pennsylvania",0.0
1226,"Laclede, Missouri",0.0
1227,"Lafayette parish, Louisiana",0.0
1228,"Lafayette, Arkansas",0.0
1229,"Lafayette, Florida",0.0
1230,"Lafayette, Louisiana",0.0
1231,"Lafayette, Missouri",0.0
1232,"Lafayette, Wisconsin",0.0
1233,"Lafourche, Louisiana",0.0
1234,"Lagrange, Indiana",0.0
1235,"Lake, California",0.0
1236,"Lake, Florida",4.12e-05
1237,"Lake, Illinois",3.3500837520938026e-05
1238,"Lake, Indiana",0.0
1239,"Lake, Michigan",0.0
1240,"Lake, Minnesota",0.0
1241,"Lake, Montana",0.0
1242,"Lake, Oregon",0.0
1243,"Lake, South Dakota",0.0
1244,"Lamar, Alabama",0.0
1245,"Lamar, Texas",0.0
1246,"Lamb, Texas",0.0
1247,"Lamoille, Vermont",0.0
1248,"Lamoure, North Dakota",0.0
1249,"Lampasas, Texas",0.0
1250,"Lancaster county, Pennsylvania",0.0
1251,"Lancaster, Nebraska",0.0
1252,"Lancaster, Pennsylvania",0.0
1253,"Lancaster, South Carolina",0.0
1254,"Lancaster, Virginia",0.0
1255,"Lander, Nevada",0.0
1256,"Lane, Oregon",0.0
1257,"Langlade, Wisconsin",0.0
1258,"Lapeer, Michigan",0.0
1259,"Laporte, Indiana",0.0
1260,"Laramie, Wyoming",0.0
1261,"Larue, Kentucky",0.0
1262,"Lasalle, Illinois",0.0
1263,"Latah, Idaho",0.0
1264,"Lauderdale, Alabama",0.0
1265,"Laurel, Kentucky",0.0
1266,"Laurens, South Carolina",0.0
1267,"Lavaca, Texas",0.0
1268,"Lawrence county, Arkansas",0.0
1269,"Lawrence, Alabama",0.0
1270,"Lawrence, Arkansas",0.0
1271,"Lawrence, Illinois",0.0
1272,"Lawrence, Indiana",0.0
1273,"Lawrence, Kentucky",0.0
1274,"Lawrence, Missouri",0.0
1275,"Lawrence, Ohio",0.0
1276,"Lawrence, Pennsylvania",0.0
1277,"Lawrence, South Dakota",0.0
1278,"Le sueur, Minnesota",0.0
1279,"Lea, New Mexico",0.0
1280,"Leavenworth, Kansas",0.0
1281,"Lebanon county, Pennsylvania",0.0
1282,"Lebanon, Pennsylvania",0.0
1283,"Lee county, South Carolina",0.0
1284,"Lee, Alabama",0.0
1285,"Lee, Arkansas",0.0
1286,"Lee, Florida",0.00042857142857142855
1287,"Lee, Illinois",0.0
1288,"Lee, Kentucky",0.0
1289,"Lee, North Carolina",0.0
1290,"Lee, South Carolina",0.0
1291,"Lee, Texas",0.0
1292,"Lee, Virginia",0.0
1293,"Leelanau, Michigan",0.0
1294,"Lehigh county, Pennsylvania",0.0
1295,"Lehigh, Pennsylvania",0.0
1296,"Lemhi, Idaho",0.0
1297,"Lenawee, Michigan",0.0
1298,"Lenoir, North Carolina",0.0
1299,"Leon, Florida",0.0
1300,"Leon, Texas",0.0
1301,"Leslie, Kentucky",0.0
1302,"Letcher, Kentucky",0.0
1303,"Levy county, Florida",0.0
1304,"Levy, Florida",0.0
1305,"Lewis and clark, Montana",0.0
1306,"Lewis county, Washington",0.0
1307,"Lewis, Idaho",0.0
1308,"Lewis, Kentucky",0.0
1309,"Lewis, Missouri",0.0
1310,"Lewis, New York",0.0
1311,"Lewis, Washington",0.0
1312,"Lewis, West Virginia",0.0
1313,"Lexington county, South Carolina",0.0
1314,"Lexington, South Carolina",0.0
1315,"Liberty, Florida",0.0
1316,"Liberty, Montana",0.0
1317,"Liberty, Texas",0.0
1318,"Licking, Ohio",0.0
1319,"Limestone, Alabama",0.0
1320,"Limestone, Texas",0.0
1321,"Lincoln parish, Louisiana",0.0
1322,"Lincoln, Arkansas",0.0
1323,"Lincoln, Idaho",0.0
1324,"Lincoln, Kentucky",0.0
1325,"Lincoln, Louisiana",0.0
1326,"Lincoln, Maine",0.0
1327,"Lincoln, Minnesota",0.0
1328,"Lincoln, Missouri",0.0
1329,"Lincoln, Montana",0.0
1330,"Lincoln, Nebraska",0.0
1331,"Lincoln, Nevada",0.0
1332,"Lincoln, New Mexico",0.0
1333,"Lincoln, North Carolina",0.0
1334,"Lincoln, Oklahoma",0.0
1335,"Lincoln, Oregon",0.0
1336,"Lincoln, Washington",0.0
1337,"Lincoln, West Virginia",0.0
1338,"Lincoln, Wisconsin",0.0
1339,"Lincoln, Wyoming",0.0
1340,"Linn county, Oregon",0.0
1341,"Linn, Kansas",0.0
1342,"Linn, Missouri",0.0
1343,"Linn, Oregon",0.0
1344,"Lipscomb, Texas",0.0
1345,"Litchfield, Connecticut",0.0
1346,"Little river, Arkansas",0.0
1347,"Live oak, Texas",0.0
1348,"Livingston county, New York",0.0
1349,"Livingston parish, Louisiana",0.0
1350,"Livingston, Illinois",0.0
1351,"Livingston, Kentucky",0.0
1352,"Livingston, Louisiana",0.0
1353,"Livingston, Michigan",0.0
1354,"Livingston, Missouri",0.0
1355,"Livingston, New York",0.0
1356,"Llano, Texas",0.0
1357,"Logan, Arkansas",0.0
1358,"Logan, Illinois",0.0
1359,"Logan, Nebraska",0.0
1360,"Logan, North Dakota",0.0
1361,"Logan, Ohio",0.0
1362,"Logan, West Virginia",0.0
1363,"Lonoke, Arkansas",0.0
1364,"Los alamos, New Mexico",0.0
1365,"Los angeles, California",0.0
1366,"Loudoun, Virginia",0.0
1367,"Louisa, Virginia",0.0
1368,"Loup, Nebraska",0.0
1369,"Love, Oklahoma",0.0
1370,"Loving, Texas",0.0
1371,"Lowndes, Alabama",0.0
1372,"Lubbock, Texas",0.0
1373,"Lucas, Ohio",0.0
1374,"Luce, Michigan",0.0
1375,"Luna, New Mexico",0.0
1376,"Lunenburg, Virginia",0.0
1377,"Luzerne county, Pennsylvania",0.0
1378,"Luzerne, Pennsylvania",0.0
1379,"Lycoming county, Pennsylvania",0.0
1380,"Lycoming, Pennsylvania",0.0
1381,"Lyman, South Dakota",0.0
1382,"Lynchburg, Virginia",0.0
1383,"Lynn, Texas",0.0
1384,"Lyon, Kansas",0.0
1385,"Lyon, Kentucky",0.0
1386,"Lyon, Minnesota",0.0
1387,"Lyon, Nevada",0.0
1388,"Mackinac, Michigan",0.0
1389,"Macomb, Michigan",0.0
1390,"Macon, Alabama",0.0
1391,"Macon, Illinois",0.0
1392,"Macon, Missouri",0.0
1393,"Macon, North Carolina",0.0
1394,"Macoupin, Illinois",0.0
1395,"Madera county, California",0.0
1396,"Madera, California",0.0
1397,"Madison, Alabama",0.0
1398,"Madison, Florida",0.0
1399,"Madison, Idaho",0.0
1400,"Madison, Illinois",0.0
1401,"Madison, Indiana",0.0
1402,"Madison, Kentucky",0.0
1403,"Madison, Louisiana",0.0
1404,"Madison, Missouri",0.0
1405,"Madison, Montana",0.0
1406,"Madison, Nebraska",0.0
1407,"Madison, New York",0.0
1408,"Madison, North Carolina",0.0
1409,"Madison, Ohio",0.0
1410,"Madison, Texas",0.0
1411,"Madison, Virginia",0.0
1412,"Magoffin, Kentucky",0.0
1413,"Mahnomen, Minnesota",0.0
1414,"Malheur, Oregon",0.0
1415,"Manassas, Virginia",0.0
1416,"Manatee county, Florida",0.0
1417,"Manatee, Florida",0.0
1418,"Manistee, Michigan",0.0
1419,"Manitowoc, Wisconsin",0.0
1420,"Marathon, Wisconsin",0.0
1421,"Marengo, Alabama",0.0
1422,"Maricopa, Arizona",0.0
1423,"Maries county, Missouri",0.0
1424,"Maries, Missouri",0.0
1425,"Marin, California",0.0
1426,"Marinette, Wisconsin",0.0
1427,"Marion county, Missouri",0.0
1428,"Marion, Alabama",0.0
1429,"Marion, Arkansas",0.0
1430,"Marion, Florida",6.712962962962962e-06
1431,"Marion, Illinois",0.0
1432,"Marion, Indiana",0.0
1433,"Marion, Kansas",0.0
1434,"Marion, Kentucky",0.0
1435,"Marion, Missouri",0.0
1436,"Marion, Ohio",0.0
1437,"Marion, Oregon",0.0
1438,"Marion, South Carolina",0.0
1439,"Marion, Texas",0.0
1440,"Marion, West Virginia",0.0
1441,"Mariposa, California",0.0
1442,"Marlboro, South Carolina",0.0
1443,"Marquette, Michigan",0.0
1444,"Marquette, Wisconsin",0.0
1445,"Marshall, Alabama",0.0
1446,"Marshall, Illinois",0.0
1447,"Marshall, Indiana",0.0
1448,"Marshall, Kentucky",0.0
1449,"Marshall, Minnesota",0.0
1450,"Marshall, Oklahoma",0.0
1451,"Marshall, West Virginia",0.0
1452,"Martin county, Florida",0.0
1453,"Martin, Florida",0.0
1454,"Martin, Indiana",0.0
1455,"Martin, Kentucky",0.0
1456,"Martin, Minnesota",0.0
1457,"Martin, North Carolina",0.0
1458,"Martin, Texas",0.0
1459,"Martinsville, Virginia",0.0
1460,"Mason, Illinois",0.0
1461,"Mason, Kentucky",0.0
1462,"Mason, Michigan",0.0
1463,"Mason, Texas",0.0
1464,"Mason, Washington",0.0
1465,"Mason, West Virginia",0.0
1466,"Massac, Illinois",0.0
1467,"Matagorda, Texas",0.0
1468,"Maui, Hawaii",0.0
1469,"Maverick, Texas",0.0
1470,"Mayes, Oklahoma",0.0
1471,"Mcclain, Oklahoma",0.0
1472,"Mccone, Montana",0.0
1473,"Mccook, South Dakota",0.0
1474,"Mccormick, South Carolina",0.0
1475,"Mccracken, Kentucky",0.0
1476,"Mccreary, Kentucky",0.0
1477,"Mcculloch, Texas",0.0
1478,"Mcdonald, Missouri",0.0
1479,"Mcdonough, Illinois",0.0
1480,"Mcdowell, North Carolina",0.0
1481,"Mcdowell, West Virginia",0.0
1482,"Mchenry, Illinois",0.0
1483,"Mchenry, North Dakota",0.0
1484,"Mcintosh, North Dakota",0.0
1485,"Mckean county, Pennsylvania",0.0
1486,"Mckean, Pennsylvania",0.0
1487,"Mckenzie, North Dakota",0.0
1488,"Mckinley, New Mexico",0.0
1489,"Mclean, Illinois",0.0
1490,"Mclean, Kentucky",0.0
1491,"Mclean, North Dakota",0.0
1492,"Mclennan, Texas",0.0
1493,"Mcleod, Minnesota",0.0
1494,"Mcmullen, Texas",0.0
1495,"Mcpherson, Nebraska",0.0
1496,"Meade, Kentucky",0.0
1497,"Meade, South Dakota",0.0
1498,"Meagher, Montana",0.0
1499,"Mecklenburg, North Carolina",0.0
1500,"Mecklenburg, Virginia",0.0
1501,"Mecosta, Michigan",0.0
1502,"Medina, Ohio",0.0
1503,"Medina, Texas",0.0
1504,"Meeker, Minnesota",0.0
1505,"Meigs, Ohio",0.0
1506,"Menard, Illinois",0.0
1507,"Menard, Texas",0.0
1508,"Mendocino, California",0.0
1509,"Menifee, Kentucky",0.0
1510,"Menominee, Michigan",0.0
1511,"Merced, California",0.0
1512,"Mercer county, Pennsylvania",0.0
1513,"Mercer, Illinois",0.0
1514,"Mercer, Kentucky",0.0
1515,"Mercer, Missouri",0.0
1516,"Mercer, New Jersey",0.0
1517,"Mercer, North Dakota",0.0
1518,"Mercer, Pennsylvania",0.0
1519,"Mercer, West Virginia",0.0
1520,"Merrick, Nebraska",0.0
1521,"Merrimack, New Hampshire",0.0
1522,"Miami, Indiana",0.0
1523,"Miami, Kansas",0.0
1524,"Miami, Ohio",0.0
1525,"Miami-dade, Florida",0.0
1526,"Middlesex, Connecticut",0.0
1527,"Middlesex, Massachusetts",0.0
1528,"Middlesex, New Jersey",0.0
1529,"Midland, Michigan",0.0
1530,"Midland, Texas",0.0
1531,"Mifflin county, Pennsylvania",0.0
1532,"Mifflin, Pennsylvania",0.0
1533,"Milam, Texas",0.0
1534,"Millard, Utah",0.0
1535,"Mille lacs county, Minnesota",0.0
1536,"Mille lacs, Minnesota",0.0
1537,"Miller, Arkansas",0.0
1538,"Miller, Missouri",0.0
1539,"Mills, Texas",0.0
1540,"Milwaukee, Wisconsin",0.0
1541,"Miner, South Dakota",0.0
1542,"Mineral, Montana",0.0
1543,"Mineral, Nevada",0.0
1544,"Mineral, West Virginia",0.0
1545,"Mingo, West Virginia",0.0
1546,"Minidoka, Idaho",0.0
1547,"Minnehaha, South Dakota",0.0
1548,"Missaukee, Michigan",0.0
1549,"Mississippi, Arkansas",0.0
1550,"Mississippi, Missouri",0.0
1551,"Missoula, Montana",0.0
1552,"Mitchell, Kansas",0.0
1553,"Mitchell, North Carolina",0.0
1554,"Mitchell, Texas",0.0
1555,"Mobile, Alabama",0.0
1556,"Modoc, California",0.0
1557,"Mohave, Arizona",0.0
1558,"Moniteau, Missouri",0.0
1559,"Monmouth, New Jersey",0.0
1560,"Mono, California",0.0
1561,"Monongalia, West Virginia",0.0
1562,"Monroe county, Pennsylvania",0.0
1563,"Monroe, Alabama",0.0
1564,"Monroe, Arkansas",0.0
1565,"Monroe, Florida",0.0
1566,"Monroe, Illinois",0.0
1567,"Monroe, Indiana",0.0
